Time (s),X (m),Y (m),heading
1750496121.751404,0.12421780074510558,-0.001284309433247368,-0.01812286322748284
1750496121.8180473,0.1314202275947493,-0.0014148523220182511,-0.018304312022827767
1750496121.8848038,0.13627820224840528,-0.0015037841382372187,-0.019352459197684604
1750496121.951401,0.1392292765286406,-0.0015609018135392058,-0.02016237045078988
1750496122.0180755,0.14091831687793555,-0.0015949614862192432,-0.02068278025062207
1750496122.0847516,0.14176887883003644,-0.0016125559810780529,-0.02122739549875444
1750496122.151411,0.14202121981063087,-0.0016179133275754341,-0.020949101164163562
1750496122.2180998,0.14203505271949315,-0.0016182031569824703,-0.020319643928171923
1750496122.2847433,0.14195556586144462,-0.0016165877900019925,-0.019557544833131955
1750496122.351478,0.1418500141008331,-0.0016145231934705255,-0.01875806707407942
1750496122.4181492,0.14173505255954125,-0.0016123664842052066,-0.0179411934733302
1750496122.4847739,0.14161757895452226,-0.0016102586413627002,-0.017118848689075
1750496122.5514472,0.14158559531783374,-0.0016097110648346485,-0.016894958408595402
1750496122.618076,0.14157177380231187,-0.001609477528684183,-0.016798206082374957
1750496122.6847577,0.14156745107863725,-0.0016094049078502223,-0.01676794653032026
1750496122.7514386,0.14156658655510113,-0.0016093904102070303,-0.01676189477137694
1750496122.8181076,0.14156658655510113,-0.0016093904102070303,-0.01676189477137694
1750496122.8848047,0.14156658655510113,-0.0016093904102070303,-0.01676189477137694
1750496122.9515047,0.14156658655510113,-0.0016093904102070303,-0.01676189477137694
1750496123.0181131,0.14156658655510113,-0.0016093904102070303,-0.01676189477137694
1750496123.0847747,0.14156658655510113,-0.0016093904102070303,-0.01676189477137694
1750496123.151505,0.14156658655510113,-0.0016093904102070303,-0.01676189477137694
1750496123.2181382,0.14186204327668506,-0.001614343288547814,-0.017269880828798247
1750496123.284792,0.1426199176358814,-0.0016274329897693685,-0.018872949055176103
1750496123.351467,0.14413351175617495,-0.001656002366597459,-0.02158995589979661
1750496123.4181576,0.14681024066084264,-0.0017138018064950427,-0.024870514073310947
1750496123.4848008,0.1512074534831153,-0.0018231853035842616,-0.027979373419406404
1750496123.551439,0.15823495221696668,-0.0020198616399260583,-0.031160562921228298
1750496123.6181374,0.16856172018179616,-0.0023417537332797635,-0.03429620497283923
1750496123.684805,0.18267288864832645,-0.0028259030979175914,-0.03701291204120356
1750496123.7514389,0.2008628743868847,-0.0034994750560903847,-0.03900251644573591
1750496123.8181546,0.22304657245188345,-0.004365134094991568,-0.03954747021718373
1750496123.8848176,0.24868420808971908,-0.005379566640280493,-0.03914815791506249
1750496123.951487,0.2773400824478292,-0.006501964781104905,-0.03697595733896191
1750496124.018146,0.3082651033305097,-0.007645968450271478,-0.03297096782075964
1750496124.084819,0.340277173535574,-0.008701820014643065,-0.026351148357498966
1750496124.1515281,0.37154973197966434,-0.009526078634284018,-0.0172998536486817
1750496124.2181761,0.4004190540072443,-0.010025563510725193,-0.005674069349645916
1750496124.28485,0.4256643510299665,-0.010168808614049535,0.010004301367815207
1750496124.3515074,0.44665644237563745,-0.009958790399209091,0.02553977436891672
1750496124.418138,0.463154363900572,-0.009537345568565992,0.03996248460683496
1750496124.4848177,0.4751586726006925,-0.009057368031644194,0.05541218302128568
1750496124.551508,0.4829789181318617,-0.00862358708784499,0.07357623903048995
1750496124.6181703,0.48711861509636556,-0.00831845294486169,0.09611912799984593
1750496124.684857,0.48832879407878155,-0.008201772040943791,0.1240321374237462
1750496124.7515688,0.48743605324709016,-0.008313071925413466,0.15601250237385
1750496124.818187,0.4856644993125136,-0.008591720927846153,0.19145493643387151
1750496124.8848636,0.4838582763208802,-0.008941819343884253,0.23009884574361414
1750496124.9515474,0.4824683068463248,-0.00926741639843191,0.2702541351326954
