Time (s),X (m),Y (m),heading
1750496130.7355576,1.142934359291524,0.5908609526392082,1.358868168289261
1750496130.8353968,1.1430482315025798,0.5914377529272438,1.3600223319812434
1750496130.9517634,1.1430822383243275,0.5916631544416195,1.3609496158380043
1750496131.0853064,1.1431148945332765,0.5918909502645857,1.361560319650634
1750496131.2354085,1.1437444485663286,0.5949729237239638,1.363757996065904
1750496131.3518164,1.145782239752969,0.6048791204675709,1.3659506609305103
1750496131.4850948,1.1492893866015377,0.6220391477767243,1.370073492425899
1750496131.6184337,1.1537100643847509,0.6436088717711759,1.3690847463090616
1750496131.7354035,1.1578378400427358,0.6638203223092218,1.3697068385085558
1750496131.8353703,1.1619248549657064,0.6838838435250807,1.3700477997901546
1750496131.9517713,1.1665848028019095,0.7069709692112084,1.3717041278992514
1750496132.0851154,1.172413777470042,0.7360549481348956,1.3737874072991918
1750496132.2353935,1.1807526265130797,0.7782531890602002,1.3768794737430368
1750496132.3517833,1.1895726680134244,0.8227632945702068,1.3765064447192215
1750496132.4851165,1.2010664822274237,0.8818350976392269,1.3789213072497528
1750496132.6184661,1.2135242621226379,0.9456594983794154,1.3793041019585814
1750496132.7354178,1.2247289274443256,1.002932242464598,1.3788211018527763
1750496132.818435,1.2319971219687336,1.0402564896968944,1.379022380309853
1750496132.951786,1.2437640659208757,1.1007796139990549,1.3792884198114814
1750496133.0851724,1.2554079278146908,1.1610017092483114,1.379985179645816
1750496133.2184374,1.2674744786433731,1.2225841783758604,1.3784572242081155
1750496133.3517945,1.2798588120447507,1.2862155296310198,1.3779955704937752
1750496133.485199,1.292353987449123,1.3502316853165854,1.3776326691718692
1750496133.618545,1.3045703946828626,1.4131001106930068,1.3782348537987579
1750496133.685426,1.3106026937559108,1.444027411077982,1.3783066190563318
1750496133.835429,1.324076769277496,1.5130933111381686,1.378307477095852
1750496133.9853356,1.337359539529896,1.5821938446578865,1.3804793725947793
1750496134.0854347,1.3455311636659029,1.6272743473297175,1.3874883571286194
1750496134.2353718,1.3564851909535462,1.691261614176697,1.403572351252297
1750496134.351868,1.3614252572671743,1.73113098380271,1.434104359448261
1750496134.4854913,1.366222236418807,1.7643561955496474,1.4483156839851736
1750496134.6185498,1.3659907475622255,1.7830640592948288,1.508656909603621
1750496134.7353845,1.3653058699608251,1.7929802333289455,1.5715370225705951
1750496134.8185258,1.3641269178947069,1.7885737497361731,1.626181251371941
1750496134.9854305,1.3641273767150432,1.7847194203414027,1.7329163945701571
1750496135.0852334,1.3646026493685224,1.7839973013611086,1.793013343143019
1750496135.2185307,1.3650691473522107,1.7843595473485707,1.8611048407354056
1750496135.3519158,1.365016620203638,1.7860462527429652,1.9341660257965447
1750496135.485477,1.3640438509800945,1.7890635982660883,1.9501798085832112
1750496135.618617,1.3614992192703421,1.7958234351626075,1.9659169953480422
1750496135.685482,1.3594641917739068,1.8008803314963957,1.967505174506103
1750496135.8186257,1.3539704372340255,1.814177019689706,1.9688921781906183
1750496135.9853318,1.3454870274448054,1.8343750116058484,1.9711991877666062
1750496136.0854309,1.338625672378165,1.8505382847427263,1.9730189661808923
1750496136.218597,1.3286751846232996,1.8738053813907574,1.975939560480575
1750496136.3519115,1.3168429406785558,1.901344886763034,1.9778785118231488
1750496136.4854205,1.3014906202108545,1.9368328870648883,1.9798093583620606
1750496136.6186268,1.281224575109478,1.9833091061609907,1.9827321730198948
1750496136.6854818,1.2692363643489424,2.0104505046950756,1.986218174228104
1750496136.8186474,1.24327512556712,2.068238067776016,1.996099540416254
1750496136.9854362,1.209167604892021,2.135124446573356,2.0492419369579835
1750496137.0854886,1.1940674839370895,2.161942536432208,2.08007574357483
1750496137.2186255,1.1798526044277344,2.1883852452663435,2.0956953413367314
1750496137.3519847,1.1720501449595988,2.2003621810552647,2.1241540710181717
1750496137.4855437,1.1689982362171256,2.201216777125294,2.1971525098113833
1750496137.6186223,1.1696937972331714,2.1988833056079304,2.277509507288208
1750496137.6854475,1.1703214072248116,2.1978871365872577,2.324856139118297
1750496137.8186502,1.1716503808072438,2.196902182376358,2.40050613071449
1750496137.9853625,1.1730998968160176,2.1961208321231234,2.4797240211166773
1750496138.0855014,1.1723015479918915,2.197178901211356,2.536298508634891
1750496138.2187083,1.1719446901340713,2.1977834557511002,2.617072549788187
1750496138.3520622,1.171505179702879,2.1982734642807005,2.692055000168402
1750496138.4854376,1.168978594786077,2.1996289842008183,2.7144433219863604
1750496138.618704,1.1610483403428684,2.2034302254216294,2.730261589617088
1750496138.7520483,1.146410541114451,2.2099626506144636,2.743864013050646
1750496138.818777,1.1369177011954013,2.2141244923353662,2.7385673343335135
1750496138.9855022,1.1074219524597515,2.2267022811457178,2.7453457985681213
1750496139.0854487,1.081005836875476,2.237770696721079,2.749183526439861
1750496139.2186952,1.040263390407187,2.2545479312042085,2.754867890454471
1750496139.352047,0.9920113232161475,2.2742589448718045,2.75772580855201
1750496139.4854522,0.9364698402091856,2.296977233091447,2.75615815983212
1750496139.6187668,0.8765310856826378,2.321306226181899,2.7566634633362224
1750496139.685488,0.8460392777170848,2.3336389767069834,2.7573128438002694
1750496139.8187642,0.7861590801362249,2.357800705117548,2.758811150372085
1750496139.9853842,0.7129934499560565,2.3871382831651116,2.761479480915371
1750496140.0854955,0.6716355236828556,2.403775773443944,2.761654726814654
1750496140.2187262,0.6141413641442903,2.4270074010280207,2.759489071668222
1750496140.3520794,0.5546510306639354,2.4509898028053403,2.7578675697927197
1750496140.4854734,0.49397352040926623,2.4752903094787673,2.7589556084288667
1750496140.6187809,0.43420231045800106,2.4993362530265557,2.7591108164876808
1750496140.6854856,0.40563572615388754,2.5106215066282567,2.7614612582525364
1750496140.8188148,0.35343240096401535,2.5311250084922947,2.76690791330976
1750496140.9854496,0.2990856476600473,2.551414899704605,2.783567829876878
1750496141.0854886,0.2798609340742167,2.5590587189902894,2.783567410127926
1750496141.2187948,0.25983609193036095,2.566604057031559,2.7861161985839358
1750496141.3521278,0.2500409906914923,2.5703265991481823,2.7866822431670215
1750496141.4854903,0.24603993832690377,2.571387030598686,2.8026368116580826
1750496141.6187954,0.24037047899700192,2.573464265160303,2.805585815511926
1750496141.6855295,0.23515039752025077,2.575310049979331,2.8074943493599447
